"","Provincias","Year","Mes","dia","fecha","Población","Unidades","Euros","precio","UdesxCapita"
"4335","Ciudad Real","2012","7","15",2012-07-15,444417,3273584,13362286,4.08185218402827,7.36601885166409
"4336","Córdoba","2012","7","15",2012-07-15,671027,3894346,15824242,4.06338882061327,5.8035608105188
"4337","Coruña (A)","2012","7","15",2012-07-15,1013100,5995526,24467433,4.08094852728518,5.91800019741388
"4338","Cuenca","2012","7","15",2012-07-15,186986,1587273,6510838,4.10190181525169,8.48872642871659
"4339","Girona","2012","7","15",2012-07-15,624102,13425383,55159777,4.10861850272726,21.5115205527302
"4340","Granada","2012","7","15",2012-07-15,761775,5374535,22008257,4.09491369951075,7.05527878966887
"4341","Guadalajara","2012","7","15",2012-07-15,214086,1461335,5993496,4.10138400845802,6.82592509552236
"4342","Guipúzcoa","2012","7","15",2012-07-15,607642,6611268,27139708,4.1050684982064,10.880202487649
"4343","Huelva","2012","7","15",2012-07-15,428614,3503943,14191175,4.05005874810178,8.17505494454218
"4344","Huesca","2012","7","15",2012-07-15,198064,1886152,7732610,4.0996748936459,9.52294207932789
"4345","Jaén","2012","7","15",2012-07-15,555715,3884617,15803455,4.06821444688112,6.99030438264218
"4346","León","2012","7","15",2012-07-15,448433,3003078,12360798,4.11604293994362,6.69682650473984
"4347","Lleida","2012","7","15",2012-07-15,372550,3618178,14753784,4.07768329805775,9.71192591598443
"4348","Lugo","2012","7","15",2012-07-15,323739,1881178,7712410,4.09977684195754,5.81078584909449
"4349","Madrid","2012","7","15",2012-07-15,5391458,32059609,131812873,4.11149346830774,5.9463709074614
"4350","Málaga","2012","7","15",2012-07-15,1322176,9461689,38775525,4.09816101543815,7.15614940824822
"4351","Murcia","2012","7","15",2012-07-15,1182300,9105983,37412533,4.10856609330371,7.7019225238941
"4352","Navarra","2012","7","15",2012-07-15,540282,5817351,23725796,4.07845357792576,10.7672493253523
"4353","Ourense","2012","7","15",2012-07-15,305094,1656810,6799870,4.10419420452556,5.43049027512832
"4354","Palencia","2012","7","15",2012-07-15,153711,1056716,4346839,4.11353570874294,6.87469341816786
"4355","Pontevedra","2012","7","15",2012-07-15,829631,4694200,19114770,4.07199735844233,5.65817815390216
"4356","Rioja (La)","2012","7","15",2012-07-15,274065,1966142,8083205,4.11120102210318,7.17399886888147
"4357","Salamanca","2012","7","15",2012-07-15,313605,2255901,9281487,4.11431485690196,7.19344717080404
"4358","Segovia","2012","7","15",2012-07-15,141793,952425,3930158,4.12647505052891,6.71701000754621
"4359","Sevilla","2012","7","15",2012-07-15,1572362,7273778,29444091,4.04797768092455,4.6260199623242
"4360","Soria","2012","7","15",2012-07-15,84725,574730,2382942,4.14619386494528,6.78347595160814
"4361","Tarragona","2012","7","15",2012-07-15,669883,5825123,24021362,4.12375189330766,8.69573194124944
"4362","Teruel","2012","7","15",2012-07-15,125999,958146,3950814,4.12339455573576,7.60439368566417
"4363","Toledo","2012","7","15",2012-07-15,584018,4051114,16513418,4.07626593574014,6.93662524100285
"4364","Valencia/València","2012","7","15",2012-07-15,2148028,14373411,58152461,4.04583581447716,6.69144489736633
"4365","Valladolid","2012","7","15",2012-07-15,463987,2894791,11861514,4.09753726607551,6.23894850502277
"4366","Vizcaya","2012","7","15",2012-07-15,1006026,5769152,23789450,4.12356096701907,5.73459532855016
"4367","Zamora","2012","7","15",2012-07-15,177203,1116823,4602954,4.12147135221964,6.30250616524551
"4368","Zaragoza","2012","7","15",2012-07-15,838341,5575492,22745445,4.07954042441456,6.65062546147689
"4369","Álava","2012","8","15",2012-08-15,274724,1336026,5546252,4.15130543866661,4.86315720504943
"4370","Albacete","2012","8","15",2012-08-15,337287,2373083,9715980,4.09424364845225,7.03579740695609
"4371","Alicante/Alacant","2012","8","15",2012-08-15,1563132,15234339,62235983,4.08524340964186,9.7460348838102
"4372","Almería","2012","8","15",2012-08-15,559671,4735397,19573460,4.13343590833039,8.46103693062531
"4373","Asturias","2012","8","15",2012-08-15,971737,6701296,27551273,4.11133503131335,6.89620339659805
"4374","Ávila","2012","8","15",2012-08-15,151978,1405475,5776562,4.1100425123179,9.24788456223927
"4375","Badajoz","2012","8","15",2012-08-15,581311,4332980,17633614,4.06962736961629,7.45380699831932
"4376","Balears (Illes)","2012","8","15",2012-08-15,924041,12746662,53126054,4.16784049031817,13.79447665201
"4377","Barcelona","2012","8","15",2012-08-15,4632711,24981571,103450995,4.14109244770875,5.39243026383472
"4378","Burgos","2012","8","15",2012-08-15,327868,2159760,8900337,4.12098427603067,6.58728512694133
"4379","Cáceres","2012","8","15",2012-08-15,357645,3010214,12292956,4.08374819863305,8.41676522808931
"4380","Cádiz","2012","8","15",2012-08-15,1012123,5621714,23000748,4.09141197862431,5.55437827220605
"4381","Cantabria","2012","8","15",2012-08-15,515925,4158887,17225418,4.1418336203893,8.06103018849639
"4382","Castellón/Castelló","2012","8","15",2012-08-15,496481,4245161,17343023,4.08536284018439,8.55050042196982
"4383","Ciudad Real","2012","8","15",2012-08-15,444417,3375637,13812748,4.09189376701346,7.59565228152838
"4384","Córdoba","2012","8","15",2012-08-15,671027,3699868,15094291,4.07968365357899,5.51373938753582
"4385","Coruña (A)","2012","8","15",2012-08-15,1013100,6633665,27200060,4.10030654246182,6.54788767150331
"4386","Cuenca","2012","8","15",2012-08-15,186986,1777645,7319829,4.11771135406676,9.50683473629042
"4387","Girona","2012","8","15",2012-08-15,624102,18998947,78258944,4.11912007544418,30.442054343681
"4388","Granada","2012","8","15",2012-08-15,761775,5333208,21923347,4.11072416451787,7.00102786255784
"4389","Guadalajara","2012","8","15",2012-08-15,214086,1606530,6605949,4.11193628503669,7.50413385275076
"4390","Guipúzcoa","2012","8","15",2012-08-15,607642,7404355,30493393,4.11830510557638,12.1853904108011
"4391","Huelva","2012","8","15",2012-08-15,428614,3809491,15558616,4.08417187493027,8.88792946567308
"4392","Huesca","2012","8","15",2012-08-15,198064,2155400,8866286,4.11352231604343,10.8823410614751
"4393","Jaén","2012","8","15",2012-08-15,555715,3866633,15775943,4.08002078293958,6.95794247051096
"4394","León","2012","8","15",2012-08-15,448433,3263541,13472748,4.12826068371747,7.27765574790437
"4395","Lleida","2012","8","15",2012-08-15,372550,3383271,13765228,4.06861525429089,9.08138773319018
"4396","Lugo","2012","8","15",2012-08-15,323739,2089170,8606669,4.11965948199524,6.45325401017486
"4397","Madrid","2012","8","15",2012-08-15,5391458,27275366,111899354,4.10257937510353,5.05899628634777
"4398","Málaga","2012","8","15",2012-08-15,1322176,9605667,39675822,4.13045986291217,7.26504413935815
"4399","Murcia","2012","8","15",2012-08-15,1182300,9047311,37287184,4.12135539498974,7.65229721728834
"4400","Navarra","2012","8","15",2012-08-15,540282,6888351,28184610,4.0916338322481,12.7495474585494
"4401","Ourense","2012","8","15",2012-08-15,305094,1958062,8065938,4.11934759982064,6.41789743488892
"4402","Palencia","2012","8","15",2012-08-15,153711,1108064,4565921,4.12062931383025,7.20874888589626
"4403","Pontevedra","2012","8","15",2012-08-15,829631,5346826,21892151,4.09441994184961,6.44482426524563
"4404","Rioja (La)","2012","8","15",2012-08-15,274065,1715318,7071598,4.12261633119923,6.25879991972707
"4405","Salamanca","2012","8","15",2012-08-15,313605,2038224,8397482,4.11999956825158,6.4993351509064
"4406","Segovia","2012","8","15",2012-08-15,141793,1020184,4221094,4.1375810638081,7.19488268109145
"4407","Sevilla","2012","8","15",2012-08-15,1572362,6842674,27974775,4.08828113103152,4.35184391380611
"4408","Soria","2012","8","15",2012-08-15,84725,715943,2978817,4.16069016667528,8.45019769843612
"4409","Tarragona","2012","8","15",2012-08-15,669883,6617189,27393661,4.13977309700539,9.87812647880301
"4410","Teruel","2012","8","15",2012-08-15,125999,1040467,4299776,4.13254432865242,8.25774014079477
"4411","Toledo","2012","8","15",2012-08-15,584018,4219116,17208835,4.0787774026597,7.22429103212572
"4412","Valencia/València","2012","8","15",2012-08-15,2148028,14519915,58771121,4.04762155976808,6.75964885001499
"4413","Valladolid","2012","8","15",2012-08-15,463987,2745637,11276505,4.10706331536179,5.91748691234884
"4414","Vizcaya","2012","8","15",2012-08-15,1006026,5118965,21258023,4.15279709863224,5.08830288680412
"4415","Zamora","2012","8","15",2012-08-15,177203,1220493,5042418,4.13145999198685,6.88754140731252
"4416","Zaragoza","2012","8","15",2012-08-15,838341,5431146,22206187,4.08867428715781,6.47844492873425
"4417","Álava","2012","9","15",2012-09-15,274724,1246563,5161005,4.14018786054134,4.53751037404814
"4418","Albacete","2012","9","15",2012-09-15,337287,1781176,7291851,4.09384081079017,5.28089134772464
"4419","Alicante/Alacant","2012","9","15",2012-09-15,1563132,10472057,42829055,4.08984166148064,6.69940670397638
"4420","Almería","2012","9","15",2012-09-15,559671,3397254,14028406,4.12933681143653,6.07009117856741
"4421","Asturias","2012","9","15",2012-09-15,971737,4762081,19529978,4.10114359667549,4.90058626974171
"4422","Ávila","2012","9","15",2012-09-15,151978,831998,3411794,4.10072379981683,5.47446340917764
"4423","Badajoz","2012","9","15",2012-09-15,581311,3399245,13825386,4.06719315612732,5.84754976251955
"4424","Balears (Illes)","2012","9","15",2012-09-15,924041,9878238,40869991,4.13737662526455,10.6902594148961
"4425","Barcelona","2012","9","15",2012-09-15,4632711,20888304,86361770,4.13445581795439,4.50887266656608
"4426","Burgos","2012","9","15",2012-09-15,327868,1398208,5743817,4.10798464892205,4.26454548781827
"4427","Cáceres","2012","9","15",2012-09-15,357645,1939414,7906935,4.07697118820427,5.42273483482224
"4428","Cádiz","2012","9","15",2012-09-15,1012123,3356416,13684062,4.07698628537106,3.3162135432156
"4429","Cantabria","2012","9","15",2012-09-15,515925,2553320,10541660,4.12860902667899,4.94901390706013
"4430","Castellón/Castelló","2012","9","15",2012-09-15,496481,2540619,10311651,4.05871600582378,5.11725322822021
"4431","Ciudad Real","2012","9","15",2012-09-15,444417,2486551,10150532,4.08217325926555,5.59508524651397
"4432","Córdoba","2012","9","15",2012-09-15,671027,3169610,12923118,4.07719498613394,4.72352081212828
"4433","Coruña (A)","2012","9","15",2012-09-15,1013100,4471595,18279548,4.08792567305402,4.4137745533511
"4434","Cuenca","2012","9","15",2012-09-15,186986,918443,3768903,4.10357855631759,4.91182762345844
"4435","Girona","2012","9","15",2012-09-15,624102,7950004,32518104,4.09032548914441,12.7383088020868
"4436","Granada","2012","9","15",2012-09-15,761775,4005817,16427318,4.10086581588725,5.25853040595976
"4437","Guadalajara","2012","9","15",2012-09-15,214086,1076155,4414748,4.10233470085629,5.02674158982839
"4438","Guipúzcoa","2012","9","15",2012-09-15,607642,4197994,17248732,4.1088033951454,6.90866332478663
"4439","Huelva","2012","9","15",2012-09-15,428614,2313234,9406487,4.06637936326373,5.3970098970169
"4440","Huesca","2012","9","15",2012-09-15,198064,1148874,4711885,4.10130701887239,5.80051902415381
"4441","Jaén","2012","9","15",2012-09-15,555715,2890618,11768447,4.07125638877223,5.2016195351934
"4442","León","2012","9","15",2012-09-15,448433,2044811,8410785,4.11323344798126,4.55990304014201
"4443","Lleida","2012","9","15",2012-09-15,372550,2531036,10283510,4.06296473064785,6.79381559522212
"4444","Lugo","2012","9","15",2012-09-15,323739,1267222,5198454,4.10224412139309,3.91433222441535
"4445","Madrid","2012","9","15",2012-09-15,5391458,26033974,106965409,4.10868540469465,4.82874465497088
"4446","Málaga","2012","9","15",2012-09-15,1322176,6879984,28362027,4.12239723231914,5.20353114865192
"4447","Murcia","2012","9","15",2012-09-15,1182300,6921845,28480000,4.11450993196178,5.85455891059799
"4448","Navarra","2012","9","15",2012-09-15,540282,3880451,15833980,4.08044838087119,7.18226962956382
"4449","Ourense","2012","9","15",2012-09-15,305094,1245465,5115130,4.10700421127852,4.08223367224528
"4450","Palencia","2012","9","15",2012-09-15,153711,649887,2673553,4.11387364264865,4.22797978023694
"4451","Pontevedra","2012","9","15",2012-09-15,829631,3463908,14137083,4.08125244665851,4.17523935339928
"4452","Rioja (La)","2012","9","15",2012-09-15,274065,1245004,5124703,4.11621408445274,4.54273256344298
"4453","Salamanca","2012","9","15",2012-09-15,313605,1381947,5662746,4.09765786965781,4.40664849093605
"4454","Segovia","2012","9","15",2012-09-15,141793,648759,2676893,4.1261747428552,4.57539511823574
"4455","Sevilla","2012","9","15",2012-09-15,1572362,6218402,25407205,4.08580934458724,3.95481574853628
"4456","Soria","2012","9","15",2012-09-15,84725,303507,1256509,4.1399671177271,3.58226025376217
"4457","Tarragona","2012","9","15",2012-09-15,669883,3940692,16244900,4.12234703955549,5.88265712072108
"4458","Teruel","2012","9","15",2012-09-15,125999,652295,2695780,4.13276201718548,5.1769855316312
"4459","Toledo","2012","9","15",2012-09-15,584018,3133478,12763950,4.07341299348519,5.3653791492728
"4460","Valencia/València","2012","9","15",2012-09-15,2148028,11133041,45023475,4.04413088930509,5.18291242013605
"4461","Valladolid","2012","9","15",2012-09-15,463987,2000791,8204725,4.10074065707013,4.31217038408404
"4462","Vizcaya","2012","9","15",2012-09-15,1006026,4267439,17670453,4.14076287909446,4.24187744650735
"4463","Zamora","2012","9","15",2012-09-15,177203,760650,3133594,4.1196266351147,4.29253455076946
"4464","Zaragoza","2012","9","15",2012-09-15,838341,4194854,17124376,4.08223408967273,5.00375622807426
"4465","Álava","2012","10","15",2012-10-15,274724,1439332,5929609,4.11969510856425,5.23919278985454
"4466","Albacete","2012","10","15",2012-10-15,337287,1929073,7893465,4.09184359534346,5.71938141701281
"4467","Alicante/Alacant","2012","10","15",2012-10-15,1563132,11221456,45882289,4.08879997390713,7.17882814759086
"4468","Almería","2012","10","15",2012-10-15,559671,3611887,14909343,4.12785422135299,6.45358969823343
"4469","Asturias","2012","10","15",2012-10-15,971737,5465369,22408695,4.10012480401598,5.62432942246719
"4470","Ávila","2012","10","15",2012-10-15,151978,821488,3375572,4.10909471593012,5.40530866309597
"4471","Badajoz","2012","10","15",2012-10-15,581311,3379698,13745120,4.06696693018134,5.81392404410032
"4472","Balears (Illes)","2012","10","15",2012-10-15,924041,7703816,31859696,4.13557333145028,8.33709326750653
"4473","Barcelona","2012","10","15",2012-10-15,4632711,24790702,102459944,4.13299889611839,5.35122998175366
"4474","Burgos","2012","10","15",2012-10-15,327868,1577521,6470098,4.10143383194265,4.81145155977406
"4475","Cáceres","2012","10","15",2012-10-15,357645,2122262,8645300,4.07362521686766,5.93399040948426
"4476","Cádiz","2012","10","15",2012-10-15,1012123,3268328,13342279,4.08229498385719,3.22918064306413
"4477","Cantabria","2012","10","15",2012-10-15,515925,2926185,12063669,4.1226610757693,5.67172554150313
"4478","Castellón/Castelló","2012","10","15",2012-10-15,496481,2614009,10624670,4.06451163710607,5.26507358791172
"4479","Ciudad Real","2012","10","15",2012-10-15,444417,2505710,10248886,4.09021235498122,5.63819565858192
"4480","Córdoba","2012","10","15",2012-10-15,671027,3146297,12858400,4.08683604885362,4.6887785439334
"4481","Coruña (A)","2012","10","15",2012-10-15,1013100,5308167,21697761,4.08761838126042,5.2395291679005
"4482","Cuenca","2012","10","15",2012-10-15,186986,983814,4036628,4.10303980223904,5.26143133710545
"4483","Girona","2012","10","15",2012-10-15,624102,8099168,33210352,4.10046464031861,12.9773146056254
"4484","Granada","2012","10","15",2012-10-15,761775,4253652,17486850,4.11102036555882,5.58386925273211
"4485","Guadalajara","2012","10","15",2012-10-15,214086,1069876,4390070,4.10334468667397,4.99741225488822
"4486","Guipúzcoa","2012","10","15",2012-10-15,607642,4848815,19902880,4.10468949629961,7.97972325810263
"4487","Huelva","2012","10","15",2012-10-15,428614,2529139,10296595,4.07118588578959,5.90073819333946
"4488","Huesca","2012","10","15",2012-10-15,198064,1315192,5391824,4.09964780807669,6.64023749899023
"4489","Jaén","2012","10","15",2012-10-15,555715,3058121,12475408,4.07943570578143,5.50303842797117
"4490","León","2012","10","15",2012-10-15,448433,2274627,9368087,4.11851569510078,5.07238985534071
"4491","Lleida","2012","10","15",2012-10-15,372550,3032052,12313590,4.06114077199204,8.13864447725138
"4492","Lugo","2012","10","15",2012-10-15,323739,1475924,6065065,4.10933422046122,4.55899351020421
"4493","Madrid","2012","10","15",2012-10-15,5391458,29783841,122567143,4.1152228485238,5.52426467942438
"4494","Málaga","2012","10","15",2012-10-15,1322176,7290794,30058152,4.12275425694376,5.51423864901496
"4495","Murcia","2012","10","15",2012-10-15,1182300,7506423,30906432,4.11733151728859,6.34900025374271
"4496","Navarra","2012","10","15",2012-10-15,540282,4597296,18751289,4.07876477825226,8.50906748697902
"4497","Ourense","2012","10","15",2012-10-15,305094,1449658,5952408,4.10607743343602,4.75151264856077
"4498","Palencia","2012","10","15",2012-10-15,153711,783375,3217500,4.10722833891814,5.09641470031423
"4499","Pontevedra","2012","10","15",2012-10-15,829631,3921558,16022507,4.08575035738347,4.726870138652
"4500","Rioja (La)","2012","10","15",2012-10-15,274065,1446278,5940435,4.10739498215419,5.27713498622589
"4501","Salamanca","2012","10","15",2012-10-15,313605,1427910,5870399,4.11118277762604,4.55321184292342
"4502","Segovia","2012","10","15",2012-10-15,141793,735436,3032517,4.12342746343666,5.18668763620207
"4503","Sevilla","2012","10","15",2012-10-15,1572362,6537180,26780897,4.09670484826791,4.15755404925838
"4504","Soria","2012","10","15",2012-10-15,84725,412162,1704214,4.13481592189479,4.86470345234582
"4505","Tarragona","2012","10","15",2012-10-15,669883,4035687,16607986,4.11528099181131,6.02446546635756
"4506","Teruel","2012","10","15",2012-10-15,125999,650857,2681343,4.11971139589802,5.16557274264081
"4507","Toledo","2012","10","15",2012-10-15,584018,3108484,12695969,4.08429607487122,5.32258252314141
"4508","Valencia/València","2012","10","15",2012-10-15,2148028,12213149,49505045,4.05342184886142,5.68574944088252
"4509","Valladolid","2012","10","15",2012-10-15,463987,2277725,9317356,4.0906413197379,4.90902762361877
"4510","Vizcaya","2012","10","15",2012-10-15,1006026,5259358,21750254,4.13553403286105,5.22785494609483
"4511","Zamora","2012","10","15",2012-10-15,177203,844620,3477305,4.11700528048116,4.76639786008138
"4512","Zaragoza","2012","10","15",2012-10-15,838341,4994350,20384975,4.08160721615425,5.95742066772352
"4513","Álava","2012","11","15",2012-11-15,274724,1372524,5692159,4.14722001218194,4.99601054148891
"4514","Albacete","2012","11","15",2012-11-15,337287,1771075,7251357,4.09432519797298,5.25094355845319
"4515","Alicante/Alacant","2012","11","15",2012-11-15,1563132,9690767,39599705,4.0863334140631,6.19958327255792
"4516","Almería","2012","11","15",2012-11-15,559671,3232907,13349096,4.12913084106657,5.77644187388662
"4517","Asturias","2012","11","15",2012-11-15,971737,5070202,20835460,4.10939445805118,5.21766897833467
"4518","Ávila","2012","11","15",2012-11-15,151978,742128,3052700,4.11344134704525,4.88312782113201
"4519","Badajoz","2012","11","15",2012-11-15,581311,3315362,13497191,4.07110626230258,5.7032500675198
"4520","Balears (Illes)","2012","11","15",2012-11-15,924041,5217896,21670354,4.15308277512622,5.64682303057981
"4521","Barcelona","2012","11","15",2012-11-15,4632711,22702597,93969389,4.13914712048141,4.90049929727971
"4522","Burgos","2012","11","15",2012-11-15,327868,1646866,6793506,4.12511157556231,5.02295435968133
"4523","Cáceres","2012","11","15",2012-11-15,357645,2067315,8439378,4.08228934632603,5.7803548211215
"4524","Cádiz","2012","11","15",2012-11-15,1012123,3094568,12618558,4.07764767166209,3.0575019044128
"4525","Cantabria","2012","11","15",2012-11-15,515925,2852933,11793938,4.13396949735588,5.52974366429229
"4526","Castellón/Castelló","2012","11","15",2012-11-15,496481,2451732,9991123,4.07512852138815,4.93821918663554
"4527","Ciudad Real","2012","11","15",2012-11-15,444417,2366250,9682912,4.09209170628632,5.32439128116161
"4528","Córdoba","2012","11","15",2012-11-15,671027,3036149,12408749,4.08700264710329,4.52463015646166
"4529","Coruña (A)","2012","11","15",2012-11-15,1013100,4945578,20246694,4.09389842805027,4.88162866449511
"4530","Cuenca","2012","11","15",2012-11-15,186986,1024596,4213908,4.11275078177155,5.47953322708652
"4531","Girona","2012","11","15",2012-11-15,624102,7519211,30800683,4.09626528634454,12.0480482357051
"4532","Granada","2012","11","15",2012-11-15,761775,4034632,16594515,4.11301823809458,5.29635653572249
"4533","Guadalajara","2012","11","15",2012-11-15,214086,1061575,4362260,4.10923392129619,4.95863811739208
"4534","Guipúzcoa","2012","11","15",2012-11-15,607642,4991170,20549441,4.11715910297586,8.21399771576027
"4535","Huelva","2012","11","15",2012-11-15,428614,2283992,9295092,4.06966924577669,5.32878534065616
"4536","Huesca","2012","11","15",2012-11-15,198064,1247112,5124123,4.10879135153859,6.29651021891914
"4537","Jaén","2012","11","15",2012-11-15,555715,2998470,12241287,4.08251108065113,5.3956974348362
"4538","León","2012","11","15",2012-11-15,448433,2178109,8986765,4.12594824225968,4.85715591849842
"4539","Lleida","2012","11","15",2012-11-15,372550,2884177,11798424,4.09074200369811,7.74171789021608
"4540","Lugo","2012","11","15",2012-11-15,323739,1399853,5758955,4.11397125269582,4.32401718668434
"4541","Madrid","2012","11","15",2012-11-15,5391458,28497400,117309247,4.11648946921474,5.28565742327957
"4542","Málaga","2012","11","15",2012-11-15,1322176,5812661,23917270,4.1146851674302,4.39628385328428
"4543","Murcia","2012","11","15",2012-11-15,1182300,7080490,29161698,4.11859885403411,5.98874228199273
"4544","Navarra","2012","11","15",2012-11-15,540282,4562129,18721390,4.10365204491149,8.44397740439252
"4545","Ourense","2012","11","15",2012-11-15,305094,1352155,5562187,4.11357203870858,4.43192917592611
"4546","Palencia","2012","11","15",2012-11-15,153711,840282,3467062,4.12606958140243,5.46663543923337
"4547","Pontevedra","2012","11","15",2012-11-15,829631,3723701,15222455,4.0879906845367,4.48838218436871
"4548","Rioja (La)","2012","11","15",2012-11-15,274065,1413203,5816639,4.11592602053633,5.15645193658439
"4549","Salamanca","2012","11","15",2012-11-15,313605,1587476,6577235,4.1432027948769,5.06202388354778
"4550","Segovia","2012","11","15",2012-11-15,141793,711626,2948179,4.14287701685998,5.01876679384737
"4551","Sevilla","2012","11","15",2012-11-15,1572362,6303403,25774510,4.08898336343083,4.00887518268694
"4552","Soria","2012","11","15",2012-11-15,84725,411634,1709531,4.15303643527988,4.85847152552375
"4553","Tarragona","2012","11","15",2012-11-15,669883,3417747,14099417,4.12535421726652,5.10200587266732
"4554","Teruel","2012","11","15",2012-11-15,125999,659818,2729798,4.1371984395697,5.23669235470123
"4555","Toledo","2012","11","15",2012-11-15,584018,3026579,12379015,4.09010139831143,5.18233855805814
"4556","Valencia/València","2012","11","15",2012-11-15,2148028,11670483,47357737,4.05790720058459,5.43311493146272
"4557","Valladolid","2012","11","15",2012-11-15,463987,2282343,9384901,4.111959070131,4.91898048867748
"4558","Vizcaya","2012","11","15",2012-11-15,1006026,5011252,20764922,4.14365950864175,4.98123507742345
"4559","Zamora","2012","11","15",2012-11-15,177203,803811,3321242,4.13186930758599,4.53610266191882
"4560","Zaragoza","2012","11","15",2012-11-15,838341,4659108,19071734,4.09343033044093,5.5575332710675
"4561","Álava","2012","12","15",2012-12-15,274724,1515133,6271088,4.138968658197,5.51510971010905
"4562","Albacete","2012","12","15",2012-12-15,337287,1760507,7215034,4.09827055501625,5.21961119165577
"4563","Alicante/Alacant","2012","12","15",2012-12-15,1563132,8685038,35464371,4.08338696963675,5.55617695754421
"4564","Almería","2012","12","15",2012-12-15,559671,3155625,13042400,4.13306397306397,5.63835717769904
"4565","Asturias","2012","12","15",2012-12-15,971737,4942330,20282665,4.10386700200108,5.08607781735181
"4566","Ávila","2012","12","15",2012-12-15,151978,727922,2991012,4.10897321416306,4.78965376567661
"4567","Badajoz","2012","12","15",2012-12-15,581311,3342993,13606374,4.07011740676693,5.75078228349369
"4568","Balears (Illes)","2012","12","15",2012-12-15,924041,4242101,17588527,4.14618298809953,4.59081469328742
"4569","Barcelona","2012","12","15",2012-12-15,4632711,21025562,86936643,4.13480709814082,4.53850067487482
"4570","Burgos","2012","12","15",2012-12-15,327868,1601367,6578056,4.10777541937607,4.88418204887333
"4571","Cáceres","2012","12","15",2012-12-15,357645,2009711,8213660,4.08698564121906,5.61929007815012
"4572","Cádiz","2012","12","15",2012-12-15,1012123,3041298,12413779,4.08173713986594,3.00486996145725
"4573","Cantabria","2012","12","15",2012-12-15,515925,2672184,11043818,4.13288081958428,5.17940398313708
"4574","Castellón/Castelló","2012","12","15",2012-12-15,496481,2506150,10166254,4.05652255451589,5.04782660363639
"4575","Ciudad Real","2012","12","15",2012-12-15,444417,2601860,10651498,4.09380135749041,5.8545465182475
"4576","Córdoba","2012","12","15",2012-12-15,671027,3148737,12869237,4.08711080029866,4.69241476125402
"4577","Coruña (A)","2012","12","15",2012-12-15,1013100,4602562,18850139,4.09557524700373,4.54304807027934
"4578","Cuenca","2012","12","15",2012-12-15,186986,1076819,4420753,4.10538168438707,5.75882151604933
"4579","Girona","2012","12","15",2012-12-15,624102,6881683,28099484,4.08322847768489,11.0265357265319
"4580","Granada","2012","12","15",2012-12-15,761775,3988581,16386370,4.10832072859997,5.23590430245151
"4581","Guadalajara","2012","12","15",2012-12-15,214086,986374,4047851,4.10376895579162,4.60737273805854
"4582","Guipúzcoa","2012","12","15",2012-12-15,607642,4315618,17721251,4.10630667496521,7.10223783082802
"4583","Huelva","2012","12","15",2012-12-15,428614,2255126,9195932,4.07779077532697,5.26143803048897
"4584","Huesca","2012","12","15",2012-12-15,198064,1083554,4451382,4.10813120527449,5.47072663381533
"4585","Jaén","2012","12","15",2012-12-15,555715,3397370,13869634,4.08246202209356,6.11351142222182
"4586","León","2012","12","15",2012-12-15,448433,2161443,8911013,4.12271477896942,4.81999094625061
"4587","Lleida","2012","12","15",2012-12-15,372550,2403523,9769260,4.06455856673724,6.45154475909274
"4588","Lugo","2012","12","15",2012-12-15,323739,1346033,5541674,4.11704170700124,4.15777215596514
"4589","Madrid","2012","12","15",2012-12-15,5391458,26986311,111058525,4.11536519385699,5.0053827740103
"4590","Málaga","2012","12","15",2012-12-15,1322176,5672179,23332084,4.11342519338688,4.29003324822111
"4591","Murcia","2012","12","15",2012-12-15,1182300,6524019,26856159,4.11650533206602,5.51807409286983
"4592","Navarra","2012","12","15",2012-12-15,540282,3802987,15495707,4.07461476991638,7.03889265235562
"4593","Ourense","2012","12","15",2012-12-15,305094,1237717,5084265,4.1077766565378,4.05683822035176
"4594","Palencia","2012","12","15",2012-12-15,153711,804910,3307961,4.10972779565417,5.23651527867231
"4595","Pontevedra","2012","12","15",2012-12-15,829631,3556241,14534391,4.08700956993635,4.28653341063678
"4596","Rioja (La)","2012","12","15",2012-12-15,274065,1299423,5353805,4.12014024686342,4.74129494827869
"4597","Salamanca","2012","12","15",2012-12-15,313605,1357925,5561042,4.0952497376512,4.33004894692368
"4598","Segovia","2012","12","15",2012-12-15,141793,604793,2497715,4.1298675745255,4.26532339396162
"4599","Sevilla","2012","12","15",2012-12-15,1572362,6098403,25004388,4.10015343361205,3.87849808123066
"4600","Soria","2012","12","15",2012-12-15,84725,466456,1931587,4.14098435865334,5.50552965476542
"4601","Tarragona","2012","12","15",2012-12-15,669883,3374691,13875703,4.11169585600578,5.03773196214861
"4602","Teruel","2012","12","15",2012-12-15,125999,660004,2721666,4.12371137144623,5.23816855689331
"4603","Toledo","2012","12","15",2012-12-15,584018,2870769,11703555,4.07680137273323,4.91554883582355
"4604","Valencia/València","2012","12","15",2012-12-15,2148028,10771621,43679564,4.05505949383106,5.01465576798813
"4605","Valladolid","2012","12","15",2012-12-15,463987,2255152,9256418,4.10456501379951,4.86037755368146
"4606","Vizcaya","2012","12","15",2012-12-15,1006026,4855514,20138762,4.14760661796053,4.8264299332224
"4607","Zamora","2012","12","15",2012-12-15,177203,771322,3178941,4.1214188108209,4.352759264798
"4608","Zaragoza","2012","12","15",2012-12-15,838341,4197220,17136729,4.08287604652603,5.00657846866609
