"","Provincias","Year","Mes","dia","fecha","Población","Unidades","Euros","precio","UdesxCapita"
"7961","Tarragona","2018","10","15",2018-10-15,669596,3783816,17249320,4.55871004298306,5.65089397188753
"7962","Teruel","2018","10","15",2018-10-15,120379,617745,2836366,4.59148354094327,5.13166748353118
"7963","Toledo","2018","10","15",2018-10-15,578072,2918570,13185346,4.51774190785213,5.04880014946235
"7964","Valencia/València","2018","10","15",2018-10-15,2144454,11069162,49496646,4.47158023344495,5.16176238800179
"7965","Valladolid","2018","10","15",2018-10-15,457456,2208296,10057659,4.5544886192793,4.82734077157147
"7966","Vizcaya","2018","10","15",2018-10-15,996816,4820986,22199941,4.6048548989771,4.8363850499992
"7967","Zamora","2018","10","15",2018-10-15,166107,764667,3502502,4.58042782021455,4.60346042009066
"7968","Zaragoza","2018","10","15",2018-10-15,833839,4653128,21025959,4.51867195572527,5.58036743304163
"7969","Álava","2018","11","15",2018-11-15,279257,1219391,5601255,4.59348560059899,4.3665548222605
"7970","Albacete","2018","11","15",2018-11-15,334076,1605013,7273686,4.53185488217229,4.80433494174978
"7971","Alicante/Alacant","2018","11","15",2018-11-15,1570677,8954952,40541606,4.52728345165893,5.70133261007833
"7972","Almería","2018","11","15",2018-11-15,571517,3040762,13969495,4.59407707673274,5.32051015105412
"7973","Asturias","2018","11","15",2018-11-15,937005,4332171,19728329,4.5539128072276,4.62342356764372
"7974","Ávila","2018","11","15",2018-11-15,144578,599694,2733192,4.55764439864331,4.14789248710039
"7975","Badajoz","2018","11","15",2018-11-15,576946,2582022,11665979,4.51815631315302,4.47532698034131
"7976","Balears (Illes)","2018","11","15",2018-11-15,990932,4792247,22063410,4.60398013708392,4.83610076170716
"7977","Barcelona","2018","11","15",2018-11-15,4685758,20481314,93822182,4.58086732130565,4.37097135618186
"7978","Burgos","2018","11","15",2018-11-15,317564,1459830,6671994,4.57039107293315,4.59696313184114
"7979","Cáceres","2018","11","15",2018-11-15,350271,1677436,7579046,4.51823258830739,4.78896625755486
"7980","Cádiz","2018","11","15",2018-11-15,1028926,2761351,12533302,4.53882972501504,2.68372166705866
"7981","Cantabria","2018","11","15",2018-11-15,510570,2373377,10857768,4.57481807567866,4.64848502653897
"7982","Castellón/Castelló","2018","11","15",2018-11-15,483005,2348248,10569836,4.50115831036586,4.86174677280774
"7983","Ciudad Real","2018","11","15",2018-11-15,428575,1967057,8900155,4.5246045234073,4.58976141865484
"7984","Córdoba","2018","11","15",2018-11-15,669521,2504858,11381073,4.54360007633167,3.74126875781342
"7985","Coruña (A)","2018","11","15",2018-11-15,1004180,4298224,19552768,4.54903420575568,4.28033221135653
"7986","Cuenca","2018","11","15",2018-11-15,178589,886023,4040856,4.56066716101049,4.96124061392359
"7987","Girona","2018","11","15",2018-11-15,629016,6116032,27813261,4.547598998828,9.72317397331705
"7988","Granada","2018","11","15",2018-11-15,771347,3583334,16349780,4.56272845344587,4.64555381689434
"7989","Guadalajara","2018","11","15",2018-11-15,214829,1001416,4543119,4.53669503982361,4.66145632107397
"7990","Guipúzcoa","2018","11","15",2018-11-15,612928,3762740,17244830,4.58305118078847,6.13895922522711
"7991","Huelva","2018","11","15",2018-11-15,435652,2000656,9051869,4.52445048024248,4.59232598496047
"7992","Huesca","2018","11","15",2018-11-15,193834,993079,4526924,4.55847319296854,5.12334781307717
"7993","Jaén","2018","11","15",2018-11-15,544082,2403294,10875603,4.52529028907824,4.41715403192901
"7994","León","2018","11","15",2018-11-15,430971,1837825,8394144,4.56743378722131,4.26438205818953
"7995","Lleida","2018","11","15",2018-11-15,367996,2176060,9848082,4.52564818984771,5.9132707964217
"7996","Lugo","2018","11","15",2018-11-15,310830,1269328,5813331,4.57984933760226,4.08367274716083
"7997","Madrid","2018","11","15",2018-11-15,5555317,23808388,108317950,4.54957093273177,4.28569386769468
"7998","Málaga","2018","11","15",2018-11-15,1372027,5893906,27033380,4.58666629566199,4.29576531657176
"7999","Murcia","2018","11","15",2018-11-15,1206605,6224063,28436281,4.56876496912065,5.158326875821
"8000","Navarra","2018","11","15",2018-11-15,547999,3725812,16954045,4.55042954394908,6.79893941412302
"8001","Ourense","2018","11","15",2018-11-15,291863,1196200,5470172,4.57295769938137,4.09849826802301
"8002","Palencia","2018","11","15",2018-11-15,147812,666258,3047219,4.57363213649967,4.50746894704084
"8003","Pontevedra","2018","11","15",2018-11-15,828780,3277330,14856233,4.5330293257011,3.95440285721181
"8004","Rioja (La)","2018","11","15",2018-11-15,270660,1273973,5814543,4.56410222194662,4.70691273184069
"8005","Salamanca","2018","11","15",2018-11-15,304633,1251719,5717523,4.56773684828624,4.10894092235575
"8006","Segovia","2018","11","15",2018-11-15,136905,574834,2630341,4.5758271083478,4.19878017603448
"8007","Sevilla","2018","11","15",2018-11-15,1597255,5112119,23255312,4.54905529390063,3.20056534491988
"8008","Soria","2018","11","15",2018-11-15,81699,369866,1703651,4.60613032828105,4.52717903523911
"8009","Tarragona","2018","11","15",2018-11-15,669596,3194309,14560520,4.55826909669666,4.7705019145873
"8010","Teruel","2018","11","15",2018-11-15,120379,572643,2628098,4.5894178397361,4.75700080578839
"8011","Toledo","2018","11","15",2018-11-15,578072,2692332,12157298,4.51552705981283,4.65743367608187
"8012","Valencia/València","2018","11","15",2018-11-15,2144454,10203993,45557930,4.46471592052249,4.75831750179766
"8013","Valladolid","2018","11","15",2018-11-15,457456,2076127,9449627,4.55156500541634,4.53841899548809
"8014","Vizcaya","2018","11","15",2018-11-15,996816,4375954,20143658,4.60326091179203,4.38993154202982
"8015","Zamora","2018","11","15",2018-11-15,166107,671993,3079222,4.58222332673108,4.04554293316958
"8016","Zaragoza","2018","11","15",2018-11-15,833839,4099724,18518676,4.51705431877853,4.91668535532639
"8017","Álava","2018","12","15",2018-12-15,279257,1115825,5128754,4.59637846436493,3.99569214021493
"8018","Albacete","2018","12","15",2018-12-15,334076,1642446,7441165,4.53053859913812,4.91638429578898
"8019","Alicante/Alacant","2018","12","15",2018-12-15,1570677,7944858,35920469,4.52122227986957,5.05823794452965
"8020","Almería","2018","12","15",2018-12-15,571517,3027781,13907714,4.59336854283715,5.29779691592726
"8021","Asturias","2018","12","15",2018-12-15,937005,4065757,18508354,4.55225287689353,4.33909851068031
"8022","Ávila","2018","12","15",2018-12-15,144578,640735,2920508,4.55805910399775,4.43176001881337
"8023","Badajoz","2018","12","15",2018-12-15,576946,2624719,11871466,4.52294740884643,4.54933217320165
"8024","Balears (Illes)","2018","12","15",2018-12-15,990932,4385619,20197018,4.60528331348437,4.42575171656582
"8025","Barcelona","2018","12","15",2018-12-15,4685758,18687266,85591981,4.5802302487694,3.9880988305414
"8026","Burgos","2018","12","15",2018-12-15,317564,1330419,6082155,4.57160864359273,4.18945157511557
"8027","Cáceres","2018","12","15",2018-12-15,350271,1657017,7485836,4.51765793591737,4.7306713944346
"8028","Cádiz","2018","12","15",2018-12-15,1028926,2960314,13437039,4.5390586944493,2.87709125826347
"8029","Cantabria","2018","12","15",2018-12-15,510570,2280528,10436163,4.57620472101198,4.46663141195135
"8030","Castellón/Castelló","2018","12","15",2018-12-15,483005,2294732,10336134,4.50428808244274,4.75094874794257
"8031","Ciudad Real","2018","12","15",2018-12-15,428575,2041180,9242822,4.52817585906191,4.76271364405297
"8032","Córdoba","2018","12","15",2018-12-15,669521,2611430,11876491,4.54788793879216,3.90044524368914
"8033","Coruña (A)","2018","12","15",2018-12-15,1004180,4148363,18879751,4.55113282034383,4.13109502280468
"8034","Cuenca","2018","12","15",2018-12-15,178589,889078,4052690,4.55830647029844,4.97834693066202
"8035","Girona","2018","12","15",2018-12-15,629016,5616481,25467601,4.53444087142821,8.92899544685668
"8036","Granada","2018","12","15",2018-12-15,771347,3627347,16563082,4.56616971025932,4.7026137393417
"8037","Guadalajara","2018","12","15",2018-12-15,214829,908346,4123170,4.53920642574526,4.2282280325282
"8038","Guipúzcoa","2018","12","15",2018-12-15,612928,3581021,16387294,4.57615132667471,5.84248231439908
"8039","Huelva","2018","12","15",2018-12-15,435652,1982300,8969441,4.52476466730566,4.55019143720217
"8040","Huesca","2018","12","15",2018-12-15,193834,974693,4454969,4.57063813939364,5.02849345316095
"8041","Jaén","2018","12","15",2018-12-15,544082,2546141,11549966,4.53626330984812,4.6797008539154
"8042","León","2018","12","15",2018-12-15,430971,1762984,8051318,4.56686958021173,4.09072536203132
"8043","Lleida","2018","12","15",2018-12-15,367996,2271483,10263505,4.51841594236012,6.1725752453831
"8044","Lugo","2018","12","15",2018-12-15,310830,1206760,5526873,4.57992724319666,3.8823794357044
"8045","Madrid","2018","12","15",2018-12-15,5555317,22425881,102059804,4.55098303607337,4.03683192156271
"8046","Málaga","2018","12","15",2018-12-15,1372027,5649290,25898778,4.58443060986425,4.11747727996606
"8047","Murcia","2018","12","15",2018-12-15,1206605,5994550,27394753,4.56994319840522,4.9681130113003
"8048","Navarra","2018","12","15",2018-12-15,547999,3415043,15489207,4.53558183601202,6.23184166394464
"8049","Ourense","2018","12","15",2018-12-15,291863,1212130,5543123,4.57304332043593,4.15307867047211
"8050","Palencia","2018","12","15",2018-12-15,147812,647818,2965078,4.57702317626247,4.38271588233702
"8051","Pontevedra","2018","12","15",2018-12-15,828780,3120609,14149375,4.534171054432,3.76530442336929
"8052","Rioja (La)","2018","12","15",2018-12-15,270660,1248294,5693294,4.56085986153903,4.61203724229661
"8053","Salamanca","2018","12","15",2018-12-15,304633,1151629,5259701,4.56718352872323,3.7803816395466
"8054","Segovia","2018","12","15",2018-12-15,136905,565164,2590258,4.58319708969432,4.12814725539608
"8055","Sevilla","2018","12","15",2018-12-15,1597255,5085622,23138161,4.54972095841964,3.18397625926981
"8056","Soria","2018","12","15",2018-12-15,81699,348901,1607771,4.60810086528843,4.27056634720131
"8057","Tarragona","2018","12","15",2018-12-15,669596,3006052,13704897,4.55910177202523,4.48935178824246
"8058","Teruel","2018","12","15",2018-12-15,120379,511401,2346454,4.58828590479878,4.24825758645611
"8059","Toledo","2018","12","15",2018-12-15,578072,2617341,11825496,4.51813347974146,4.52770762119598
"8060","Valencia/València","2018","12","15",2018-12-15,2144454,9953072,44447888,4.46574565119191,4.64130823044001
"8061","Valladolid","2018","12","15",2018-12-15,457456,1856617,8452403,4.55258300446457,4.05856956734637
"8062","Vizcaya","2018","12","15",2018-12-15,996816,4121345,18976382,4.60441482088978,4.13450927753969
"8063","Zamora","2018","12","15",2018-12-15,166107,629346,2883273,4.58137971799296,3.78879878632448
"8064","Zaragoza","2018","12","15",2018-12-15,833839,3877256,17521910,4.51915220454878,4.64988564938795
"8065","Álava","2019","1","15",2019-01-15,281645,1243577,5712487,4.59359331991505,4.41540591879849
"8066","Albacete","2019","1","15",2019-01-15,335486,1606226,7272889,4.52793629290025,4.78775865460854
"8067","Alicante/Alacant","2019","1","15",2019-01-15,1596276,8889414,40208543,4.52319387982155,5.56884523728979
"8068","Almería","2019","1","15",2019-01-15,580377,3141720,14441909,4.59681607527087,5.41324001468011
"8069","Asturias","2019","1","15",2019-01-15,935329,4363913,19869971,4.55324636398572,4.66564492280256
"8070","Ávila","2019","1","15",2019-01-15,144700,594720,2712721,4.5613414716169,4.1100207325501
"8071","Badajoz","2019","1","15",2019-01-15,577049,2663302,12044110,4.52224719539879,4.61538274912529
"8072","Balears (Illes)","2019","1","15",2019-01-15,1012583,4778248,21998530,4.60389037990494,4.71887045308878
"8073","Barcelona","2019","1","15",2019-01-15,4759573,21288034,97532777,4.58157747211415,4.47267727588168
"8074","Burgos","2019","1","15",2019-01-15,318364,1450782,6630838,4.57052679175782,4.5569913683708
"8075","Cáceres","2019","1","15",2019-01-15,350158,1658158,7492477,4.5185543235325,4.73545656532194
"8076","Cádiz","2019","1","15",2019-01-15,1035677,2870800,13041413,4.54278006130695,2.77190668519239
"8077","Cantabria","2019","1","15",2019-01-15,512729,2440349,11168886,4.57675766867772,4.75952988810853
"8078","Castellón/Castelló","2019","1","15",2019-01-15,487392,2538760,11436418,4.50472592919378,5.20886678484669
"8079","Ciudad Real","2019","1","15",2019-01-15,428606,2076267,9400751,4.52771777425543,4.84423223193329
"8080","Córdoba","2019","1","15",2019-01-15,671556,2663691,12104980,4.54443852533946,3.96644658077658
"8081","Coruña (A)","2019","1","15",2019-01-15,1008383,4539360,20649314,4.54894830989391,4.50162289526896
"8082","Cuenca","2019","1","15",2019-01-15,178835,890233,4059457,4.55999384430818,4.97795733497358
"8083","Girona","2019","1","15",2019-01-15,637852,6097780,27748500,4.5505905427877,9.55986655211554
"8084","Granada","2019","1","15",2019-01-15,777537,3813643,17410274,4.56526056581594,4.90477366350412
"8085","Guadalajara","2019","1","15",2019-01-15,218184,1041736,4725447,4.53612719537388,4.77457558757746
"8086","Guipúzcoa","2019","1","15",2019-01-15,617955,4127474,18902163,4.57959589812074,6.67924687072683
"8087","Huelva","2019","1","15",2019-01-15,440283,2020502,9148925,4.52804550552288,4.58909837536312
"8088","Huesca","2019","1","15",2019-01-15,194703,1061363,4850415,4.56998689421056,5.45118976081519
"8089","Jaén","2019","1","15",2019-01-15,542899,2734397,12398040,4.53410386275292,5.03665875236462
"8090","León","2019","1","15",2019-01-15,429274,1895207,8658672,4.56872098931673,4.41491215400886
"8091","Lleida","2019","1","15",2019-01-15,371393,2030317,9227295,4.54475581891892,5.46676162447865
"8092","Lugo","2019","1","15",2019-01-15,310417,1292578,5919939,4.57994720628078,4.16400519301456
"8093","Madrid","2019","1","15",2019-01-15,5657519,24705758,112412548,4.55005460670343,4.36688909042992
"8094","Málaga","2019","1","15",2019-01-15,1393161,6017906,27630514,4.5913834479967,4.31960555886936
"8095","Murcia","2019","1","15",2019-01-15,1223764,6346845,29016515,4.57180142259658,5.18633086117912
"8096","Navarra","2019","1","15",2019-01-15,554466,3647269,16606388,4.55310206074737,6.57798494407231
"8097","Ourense","2019","1","15",2019-01-15,291482,1215515,5558033,4.57257458772619,4.17012028186989
"8098","Palencia","2019","1","15",2019-01-15,147125,658201,3009128,4.57174632065281,4.47375361087511
"8099","Pontevedra","2019","1","15",2019-01-15,832890,3456520,15678699,4.53597809357388,4.1500318169266
"8100","Rioja (La)","2019","1","15",2019-01-15,272590,1287162,5872008,4.56198054324164,4.72197072526505
"8101","Salamanca","2019","1","15",2019-01-15,304335,1213975,5544348,4.56710228793838,3.98894310545944
"8102","Segovia","2019","1","15",2019-01-15,137266,569637,2608881,4.57990088424734,4.14987688138359
"8103","Sevilla","2019","1","15",2019-01-15,1608723,5320261,24202296,4.54908058082113,3.30713304900844
"8104","Soria","2019","1","15",2019-01-15,82060,341668,1571891,4.60063863165412,4.16363636363636
"8105","Tarragona","2019","1","15",2019-01-15,679763,3241614,14773010,4.55730077671185,4.76874145842007
"8106","Teruel","2019","1","15",2019-01-15,120299,563699,2585615,4.5868717169979,4.68581617469804
"8107","Toledo","2019","1","15",2019-01-15,584688,2743524,12377391,4.51149361186561,4.69228716854117
"8108","Valencia/València","2019","1","15",2019-01-15,2169758,10510530,46917308,4.46383845533955,4.84410242985623
"8109","Valladolid","2019","1","15",2019-01-15,458251,2033882,9266362,4.55599784058269,4.43835801776756
"8110","Vizcaya","2019","1","15",2019-01-15,1002953,4615684,21242782,4.60230423053225,4.60209401636966
"8111","Zamora","2019","1","15",2019-01-15,164658,698732,3199976,4.57969006715021,4.24353508484252
"8112","Zaragoza","2019","1","15",2019-01-15,842395,4213547,19041739,4.51917090280469,5.00186610794224
"8113","Álava","2019","2","15",2019-02-15,281645,991924,4552277,4.58934051399099,3.52189458360702
"8114","Albacete","2019","2","15",2019-02-15,335486,1391810,6285393,4.5159849404732,4.14863809518132
"8115","Alicante/Alacant","2019","2","15",2019-02-15,1596276,7657949,34599214,4.51807840454409,4.79738403634459
"8116","Almería","2019","2","15",2019-02-15,580377,2605420,11962247,4.59129315043256,4.48918547771535
"8117","Asturias","2019","2","15",2019-02-15,935329,3669832,16695738,4.54945566990533,3.92357341641283
"8118","Ávila","2019","2","15",2019-02-15,144700,523087,2382610,4.55490195703583,3.61497581202488
"8119","Badajoz","2019","2","15",2019-02-15,577049,2194053,9900856,4.51258743521692,3.80219530750422
"8120","Balears (Illes)","2019","2","15",2019-02-15,1012583,4171534,19189251,4.60004664950591,4.11969586690671
"8121","Barcelona","2019","2","15",2019-02-15,4759573,17619757,80641634,4.57677333461523,3.70196170959034
"8122","Burgos","2019","2","15",2019-02-15,318364,1155135,5269602,4.56189276578062,3.6283467980048
"8123","Cáceres","2019","2","15",2019-02-15,350158,1427468,6434760,4.50781383540647,4.07663968836925
